created with gta texter vII
version 2000
gtavc
MAIN	ASM4_1	~g~Go get the rifle left for you in the foliage outside the airport terminal.
MAIN	ASM4_11	~g~The target has seen you! The deal is off!
MAIN	ASM4_13	~g~He's spotted you and is making a run for it, nail him and get the briefcase!
MAIN	ASM4_14	~g~The distance bar in the upper right of the screen gives you an indication to how close you are to your target do not let it fill or he will see you.
MAIN	ASM4_2	~g~Don't miss your target or you may alert his bodyguards, and remember keep your distance so he does not spot you.
MAIN	ASM4_24	distance:
MAIN	ASM4_3	~g~Watch the woman on the balcony above the check-in desks inside the airport terminal. DO NOT KILL HER.
MAIN	ASM4_4	~g~Kill the man she hands the briefcase to but only AFTER HE PICKS IT UP. Then retrieve the briefcase and take it to Ammu-Nation in Downtown.
MAIN	ASM4_5	~g~Get the briefcase!
MAIN	ASM4_6	~g~Take the briefcase to Ammu-Nation in Downtown.
MAIN	ASM4_7	~g~You killed the woman, you fool!
MAIN	ASM4_8	~g~The target heard you firing your weapon! The deal is off!
MAIN	ASM4_9	~g~The target has boarded his flight!
MAIN	ASM_1	ASSASSIN MISSION 1
MAIN	ASM_2	ASSASSIN MISSION 2
MAIN	ASM_3	ASSASSIN MISSION 3
MAIN	ASM_4	ASSASSIN MISSION 4
MAIN	ASM_5	ASSASSIN MISSION 5
MAIN	ASS1_10	Hey, this is a real nice herbaceous border
MAIN	ASS1_11	Hey Tommy, can my room have a view of the bay?
MAIN	ASS1_12	Beautiful high ceilings in here...
MAIN	ASS1_3	~g~Press the ~h~~k~~PED_SPRINT~ ~g~button to enable AI Voiceover. Press the ~h~~k~~PED_JUMPING~ ~g~button to disable AI Voiceover.
MAIN	ASS1_4	AI Voiceover now is enabled.
MAIN	ASS1_5	AI Voiceover now is disabled.
MAIN	ASS1_6	Go on Tommy, I'll be ok!
MAIN	ASS1_7	Eat this, you murdering bastards!!
MAIN	ASS1_8	I'm pinned down!
MAIN	ASS1_9	I got you covered Tommy!
MAIN	ASSET_C	POLE POSITION ASSET COMPLETED!
MAIN	ASSET_D	~g~The Pole Position Club will now generate revenue up to a maximum of $~1~ per day. Pick up your cash regularly!
MAIN	ASS_1	Rub Out
MAIN	ATUTOR	Press the ~h~~k~~TOGGLE_SUBMISSIONS~ ~w~button to toggle Paramedic missions on or off.
MAIN	ATUTOR3	Press the ~h~~k~~TOGGLE_SUBMISSIONS~ button~w~ to toggle Paramedic missions on or off.
MAIN	AUG	Aug
MAIN	AVERY	AVERY MISSIONS
MAIN	A_PORT	Escobar International
MAIN	A_TIME	+~1~ seconds
MAIN	BAGGAGE	Baggage Handler
MAIN	BANK	BANKJOB MISSIONS
MAIN	BANK1	BANKJOB MISSION 1
MAIN	BANK2	BANKJOB MISSION 2
MAIN	BANK3	BANKJOB MISSION 3
MAIN	BANKBUY	The Malibu purchased: $~1~
MAIN	BANKINT	El Banco Corrupto Grande
MAIN	BANK_1	No Escape?
MAIN	BANK_2	The Shootist
MAIN	BANK_3	The Driver
MAIN	BANK_4	The Job
MAIN	BANK_C	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase The Malibu for $~1~
MAIN	BANK_L	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase The Malibu for $~1~
MAIN	BANK_NO	Press the ~h~~k~~VEHICLE_ENTER_EXIT~ ~w~button to skip the phone call.
MAIN	BANK_T	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase The Malibu for $~1~
MAIN	BANSHEE	Banshee
MAIN	BARRCKS	Barracks OL
MAIN	BASEBAT	Baseball bat
MAIN	BEACH1	Ocean Beach
MAIN	BEACH2	Washington Beach
MAIN	BEACH3	Vice Point
MAIN	BENSON	Benson
MAIN	BFINJC	BF Injection
MAIN	BIKE	THE BIKER GANG MISSIONS
MAIN	BIKE1	BIKER MISSION 1
MAIN	BIKE2	BIKER MISSION 2
MAIN	BIKE3	BIKER MISSION 3
MAIN	BIKE_1	Pimp Fiction
MAIN	BIKE_2	Retribution
MAIN	BIKE_3	New Man, New Problem
MAIN	BJM2_21	~g~Hit as many targets as you can while your ammo lasts.
MAIN	BJM3_1	~g~Get a fast car and get to the starting grid.
MAIN	BK4_40A	I'll give him abandonment issues!
MAIN	BLISTAC	Blista Compact
MAIN	BLODRNG	BLOODRING
MAIN	BLOODRA	Dynasty
MAIN	BLOODRB	Bloodring Banger
MAIN	BMXFAIL	~g~You failed to set a new record!
MAIN	BMXRAIN	~g~Looks like rain...
MAIN	BMXREW1	~g~Each time you beat your previous record for the two laps
MAIN	BMXREW2	~g~a larger ~y~REWARD ~g~will be awarded!
MAIN	BMX_1	STORYLINE COMPLETED!!!
MAIN	BMX_2	Grocery Crisis
MAIN	BMX_HOW	~g~Do two laps of the dirt track, ~y~passing through ~g~the ~y~CHECKPOINTS ~g~as you go!
MAIN	BMX_REC	~g~New Record Set:~1~ !!
MAIN	BNK1_1	Get to the payphone in Little Havana.
MAIN	BNK1_2	Get to the payphone in Ocean Beach.
MAIN	BNK1_3	Get to the payphone in Starfish Island.
MAIN	BNK1_4	Get to the payphone in Vice Port.
MAIN	BNK1_5	Would you like to request a room?
MAIN	BNK1_6	What are you doing here? I'm calling the cops!
MAIN	BNK2_6	Kitchen
MAIN	BNK3_2	I'm not driving for you, no way, I'm sharing this at group.
MAIN	BNK450A	What'd I tell you Tommy? What'd I tell you? Bent SWAT better watch out when Kent Paul is in town.
MAIN	BNK450B	Come on, gimme a bigger slice, mate, c'mon. I gotta get some new threads.
MAIN	BNK4_26	Hot damn! Here they come!
MAIN	BNK4_2A	Boys at the car lot did a great job on this baby.
MAIN	BNK4_32	Use explosives to open the deposit boxes!
MAIN	BNK4_36	Where's Cam?
MAIN	BNK4_37	History...
MAIN	BNK4_38	That's the last of them. GO! GO! GO!
MAIN	BNK4_3G	Oh crap, now the cops are onto us!
MAIN	BNK4_3H	- and we're not even there yet.
MAIN	BNK4_3K	We'll have to lose the cops first...
MAIN	BNK4_3L	Christ Tommy, you trying to kill us all!?
MAIN	BNK4_3N	Everything I care about gets trashed!
MAIN	BNK4_42	Hey guys! Get in! I got you covered!
MAIN	BNK4_43	I've got our asses covered, DRIVE!
MAIN	BNK4_44	We made it! We're rich! RICH!
MAIN	BNK4_45	Shame Cam didn't make it, he was a good guy!
MAIN	BNK4_46	Yeah. Still... more for us!
MAIN	BNK4_47	Damned straight! YEEEEHAAAH!
MAIN	BNK4_48	Tommy, would you like a massage?
MAIN	BNK4_49	Well, Hi there, Mercedes! Yeah, I'm a little tense...
MAIN	BNK4_51	You look fine to me.
MAIN	BNK_39	Shit! Where's Hilary?
MAIN	BOATBUY	Boatyard purchased: $~1~
MAIN	BOATYAR	The Boatyard
MAIN	BOAT_A2	BOATYARD ASSET COMPLETED
MAIN	BOAT_AS	~g~The Boatyard will now generate revenue up to a maximum of $~1~. Make sure you collect it regularly.
MAIN	BOAT_C	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase the Boatyard for $~1~
MAIN	BOAT_L	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase the Boatyard for $~1~
MAIN	BOAT_N	Checkpoint Charlie
MAIN	BOAT_NO	You cannot buy the Boatyard at this time, come back later.
MAIN	BOAT_P	~g~collect the packages before the time runs out.
MAIN	BOAT_T	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase the Boatyard for $~1~
MAIN	BOA_EXP	Boats destroyed
MAIN	BOBCAT	Bobcat
MAIN	BOLLOX	Press the ~h~~k~~VEHICLE_HANDBRAKE~ ~w~button to drop a bomb. Press the ~h~~k~~VEHICLE_ENTER_EXIT~ ~w~button to cancel.
MAIN	BONUS	~g~BONUS $~1~
MAIN	BOXVILL	Boxville
MAIN	BRIBE1	You have just picked up a police bribe, this will reduce your wanted level by one star.
MAIN	BRID_CL	Storm warning: All bridges to the mainland are closed.
MAIN	BRID_OP	Storm warning over, all bridges to the mainland are now open.
MAIN	BSTSTU	Best INSANE stunt so far
MAIN	BUD_1	Shakedown
MAIN	BUD_2	Bar Brawl
MAIN	BUD_3	Cop Land
MAIN	BUL_FIR	Bullets fired
MAIN	BUL_HIT	Bullets that hit
MAIN	BURRITO	Burrito
MAIN	BUS	Bus
MAIN	BUSTED	BUSTED!
MAIN	BUYGARG	~g~You can also store vehicles in this garage.
MAIN	BUYGARS	~g~You can also store vehicles in these garages.
MAIN	BUYSAVE	~g~You can now save your game here when not on a mission.
MAIN	CABBIE	Cabbie
MAIN	CADDY	Caddy
MAIN	CAP_1	Cap the Collector
MAIN	CARBUY	Car Showroom purchased: $~1~
MAIN	CARE	~g~You need to be in a vehicle!
MAIN	CARSOFF	Cars turned off.
MAIN	CARS_ON	Cars turned on.
MAIN	CAR_1	Ambulance
MAIN	CAR_AS1	TUTORIAL COMPLETED
MAIN	CAR_AS2	~g~You can now do job for Eugene.
MAIN	CAR_C	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase the Car Showroom for $~1~
MAIN	CAR_EXP	Road Vehicles destroyed
MAIN	CAR_L	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase the Car Showroom for $~1~
MAIN	CAR_NO	You cannot buy the Car Showroom at this time, come back later.
MAIN	CAR_T	Press the ~h~~k~~PED_ANSWER_PHONE~ ~w~button to purchase the Car Showroom for $~1~
MAIN	CDERROR	Error reading the Grand Theft Auto: Vice City DVD
MAIN	CHAINSA	Chainsaw
MAIN	CHASE	Highest media attention
MAIN	CHASE1	Ignored
MAIN	CHASE10	Local TV Live coverage
MAIN	CHASE11	UFA Today page 12
MAIN	CHASE12	UFA Today page 4
MAIN	CHASE13	Picture in UFA Today
MAIN	CHASE14	National TV 4am
MAIN	CHASE15	National TV news
MAIN	CHASE16	National TV live coverage
MAIN	CHASE17	International news
MAIN	CHASE18	National crisis
MAIN	CHASE19	International crisis
MAIN	CHASE2	Boring
MAIN	CHASE20	World event
MAIN	CHASE21	Stuff of legends
MAIN	CHASE3	Vaguely interesting
MAIN	CHASE4	Local paper Page 7
MAIN	CHASE5	Front page of local paper
MAIN	CHASE6	Vice Courier Page 2
MAIN	CHASE7	Vice Courier Front page
MAIN	CHASE8	Local TV 3am
MAIN	CHASE9	Local TV news
MAIN	CHEAT1	Cheat activated
MAIN	CHEAT2	Weapon cheat
MAIN	CHEAT3	Health cheat
MAIN	CHEAT4	Armor cheat
MAIN	CHEAT5	Wanted level cheat
MAIN	CHEAT6	Money cheat
MAIN	CHEAT7	Weather cheat
MAIN	CHEATOF	Cheat mode OFF
MAIN	CHEATON	Cheat mode ON
MAIN	CHEETAH	Cheetah
MAIN	CHERRYP	Cherry Popper Icecreams
MAIN	CHSE	CHASE
MAIN	CINCAM	Cinematic Camera
MAIN	CLEVER	Meat Cleaver
MAIN	CLOHELP	Clean Clothes!!
MAIN	CLOTH1	Business outfit delivered to Collar & Cuffs on Ocean Beach.
MAIN	CLOTH10	Bank Job outfit delivered to Malibu Club in Vice Point.
MAIN	CLOTH2	Street outfit delivered to Safehouses.
MAIN	CLOTH3	2001 outfit delivered to office in Downtown.
MAIN	CLOTH4	Hitman outfit delivered to the helipad at Escobar International.
MAIN	CLOTH5	Havana outfit delivered to Little Havana Streetwear in Little Havana.
MAIN	CLOTH6	Cop outfit delivered to Police Station on Washington Beach.
MAIN	CLOTH7	Casual outfit delivered to Gash in The North Point Mall.
MAIN	CLOTH8	Mr Vercetti outfit delivered to Collar & Cuffs on Ocean Beach.
MAIN	CLOTH9	Tracksuit outfit delivered to Jocksport in Downtown.
MAIN	CLT_HL2	When a Clothes Pickup is collected, a one star or two star wanted level will be cleared.
MAIN	CNT2_1	Kill him.
MAIN	CNT2_2	Get the Plates!
MAIN	CNT2_3	Protect the courier!
MAIN	CNTBUY1	Printworks purchased: $~1~
MAIN	CNT_1	Spilling the Beans
MAIN	CNT_2	Hit the Courier
MAIN	COACH	Coach
MAIN	COASTG	Coast Guard
MAIN	COASTMA	Coastguard Maverick
MAIN	COK1_3	Hope you fall and break your neck!
MAIN	COK1_6	I'm sick of these pricks.
MAIN	COK2_10	You sure is better at shooting than talking.
MAIN	COK2_11	Thanks. You're a real charmer yourself.
MAIN	COK2_12	I Know, Tommy.
MAIN	COK2_18	You cool with Kenny Loggins
MAIN	COK2_19	Hell, I love this record
MAIN	COK2_26	~g~You killed Lance!
MAIN	COK2_7	See those marker boys? Try taking out the lights!
MAIN	COK3_1	Don't shoot, dude!
MAIN	COK3_2	What's in this stuff?
MAIN	COK3_3	He's taking the boat. Bummer.
MAIN	COK3_4	Help! Some square's stealing the boat, man!
MAIN	COK4_10	They're matchwood! And fish food.
MAIN	COK4_11	We made it! Those other boats ain't VIP class.
MAIN	COK4_17	They're getting desperate!
MAIN	COK4_18	My damn feet are wet! WE'RE TAKING ON WATER!
MAIN	COK4_2	Yeah.
MAIN	COK4_21	Bridge coming up!
MAIN	COK4_22	Bail out, she's about to blow!
MAIN	COK4_23	Good shooting.
MAIN	COK4_29	~g~You killed Lance!
MAIN	COK4_6	Do you know where we're going?
MAIN	COK4_7	Are we lost?
MAIN	COK4_8	We got some competition!
MAIN	COK4_9	Take 'em out!
MAIN	COK4_9A	It's time for the Lance Vance Dance!
MAIN	COK4_W	Uugghh! That's the last of them.
MAIN	COK4_X	I'm going to start her up.
MAIN	COK4_Y	I think we've got some new friends.
MAIN	COKE	THE COKE BARON MISSIONS
MAIN	COK_1	The Chase
MAIN	COK_2	Phnom Penh '86
MAIN	COK_3	The Fastest Boat
MAIN	COK_4	Supply & Demand
MAIN	COL2_6	Freeze, imperialist American pig!
MAIN	COL2_6B	Zat iz propertay of ze government Francais.
MAIN	COL2_6C	'And eet over!
MAIN	COL2_9	You American idiot! They followed you here!
MAIN	COL3_A	Thomas I appreciate you coming
MAIN	COL3_B	Forgive me for getting straight to business,
MAIN	COL3_C	Diaz has asked me to oversee a minor business transaction.
MAIN	COL3_D	Let's hope it goes better than last time.
MAIN	COL3_E	Which is why I thought of you, my friend.
MAIN	COL3_F	I've dropped some protection at the multistory carpark.
MAIN	COL3_G	Pick it up then go and watch over Diaz's men at the drop off.
MAIN	COL4_10	Lets go eat some doughnuts.
MAIN	COL4_16	Sir! Moving vehicle Sir!
MAIN	COL4_2	Don't know Sir!
MAIN	COL4_25	Vehicle self destruct initiated!
MAIN	COL4_5	Sir, Yes Sir!
MAIN	COL5_17	Oh my god they've got a helicopter!
MAIN	COL5_18	Shoot the helicopter!
MAIN	COL5_19	Tommy, take that chopper out!
MAIN	COL5_20	He's coming again! Blow that chopper!
MAIN	COL5_21	Look at the size of that chopper!
MAIN	COL5_22	Here he comes again!
MAIN	COL5_5	Die French peegs!
MAIN	COL5_6	Mercedes, that girl will be the death of me.
MAIN	COL5_8	Damn cockroach!
MAIN	COL_1	Treacherous Swine
MAIN	COL_2	Mall Shootout
MAIN	COL_3	Guardian Angels
MAIN	COL_4	Sir, Yes Sir!
MAIN	COL_5	All Hands On Deck!
MAIN	COMET	Comet
MAIN	COM_ZON	Vice City Mainland
MAIN	COP_M	'VIGILANTE'
MAIN	COP_M2	'VICE SQUAD'
MAIN	COP_M3	'BROWN THUNDER'
MAIN	COUNT	COUNTERFEITING MISSIONS
MAIN	COUNT1	COUNTERFEITING MISSION 1
MAIN	COUNT2	COUNTERFEITING MISSION 2
MAIN	CO_ALL	You got all of them. Here's a little something...
MAIN	CO_ONE	Hidden Package ~1~ of ~1~
MAIN	CRD001A	STUDIO DIRECTOR
MAIN	CRD001B	ANDREW SEMPLE
MAIN	CRD002A	DEVELOPMENT DIRECTOR
MAIN	CRD013A	IMRAN SARWAR
MAIN	CRD013B	JAMES WORRALL
MAIN	CRD013C	JOHN HAIME
MAIN	CRD018A	SPANISH TRANSLATOR
MAIN	CRD019A	JULIROO
MAIN	CRD019B	ALAN DAVIDSON
MAIN	CRD022A	SPELLCHECK
MAIN	CRD022B	ENGLISHBEN
MAIN	CRD022C	YANCHO
MAIN	CRD023A	@
MAIN	CRD023B	@
MAIN	CRD024A	LEAD VEHICLE DESIGNER
MAIN	CRD031A	@
MAIN	CRD031B	@
MAIN	CRD031C	@
MAIN	CRD031D	CHARACTER DESIGNER
MAIN	CRD031E	YANCHO
MAIN	CRD032A	ADDITIONAL CODING HELP
MAIN	CRD037A	ALAN CAMPBELL
MAIN	CRD037B	MARK HANLON
MAIN	CRD037C	ANDRZEJ MADAJCZYK
MAIN	CRD041A	AUDIO ENGINEER
MAIN	CRD041B	QA
MAIN	CRD042A	OFFEAREAST550
MAIN	CRD056A	GEORGE WILLIAMSON
MAIN	CRD056B	MATT JONES
MAIN	CRD056C	ROB HARBOUR
MAIN	CRD056D	TOM WHITTAKER
MAIN	CRD057A	TECHNICAL SUPPORT
MAIN	CRD060A	OFFICE SUPPORT
MAIN	CRD060B	KIM GURNEY
MAIN	CRD060C	CASSIE OLIVER
MAIN	CRD071A	DIRECTOR OF QUALITY ASSURANCE
MAIN	CRD072A	JEFF ROSA
MAIN	CRD084A	DANIEL EINZIG
MAIN	CRD084B	JACEN BURROWS
MAIN	CRD084C	LINN PR
MAIN	CRD084D	COVER ART
MAIN	CRD084E	STEPHEN BLISS
MAIN	CRD086A	PRODUCED BY ADAM TEDMAN
MAIN	CRD088A	ADAM TEDMAN
MAIN	CRD088B	DAVID YU
MAIN	CRD088C	JERRY LUNA
MAIN	CRD088D	STUART PETRI
MAIN	CRD088E	MICHAEL CARNEVALE
MAIN	CRD088F	GREG LAU
MAIN	CRD088G	FUTABA HAYASHI
MAIN	CRD092A	JOE HOWELL
MAIN	CRD092B	MARC FERNANDEZ
MAIN	CRD098A	ELIZABETH SATTERWHITE
MAIN	CRD098B	JAMEEL VEGA
MAIN	CRD098C	MIKE HONG
MAIN	CRD110A	TALENT PROCUREMENT: JAMIE KING, SEAN MACALUSO
MAIN	CRD111A	SUPPORTING CHARACTERS
MAIN	CRD134A	CAM JONES - GREG SIMS
MAIN	CRD134B	PSYCHO - HUNTER PLATIN
MAIN	CRD134C	MAUDE THE ICE CREAM LADY - JANE GENNARO
MAIN	CRD134D	JETHRO - JOHN ZURHELLEN
MAIN	CRD134E	GONZALES - JORGE PUPO
MAIN	CRD134F	DWAYNE - NAVID KHONSARI
MAIN	CRD134G	DICK - PETER MCKAY
MAIN	CRD134H	MIKE THE GOON & PORN GUY - ROBERT CIHRA
MAIN	CRD134I	PERCY - RUSSELL FOREMAN
MAIN	CRD136A	TECHNICAL DIRECTION BY ALEX HORTON
MAIN	CRD137A	DIRECTED BY NAVID KHONSARI
MAIN	CRD138A	PRODUCED BY JAMIE KING
MAIN	CRD138B	RENAUD SEBBANE
MAIN	CRD140A	BLAYNE PERRY
MAIN	CRD140B	JONATHON SALE
MAIN	CRD140C	CHARLES TUCKER
MAIN	CRD140D	EDDIE MARRERO
MAIN	CRD140E	WILLIAM MCCALL
MAIN	CRD140F	JORGE PUPO
MAIN	CRD140G	ROBERT JACKSON
MAIN	CRD140H	TARA RADCLIFFE
MAIN	CRD140I	JENIFER GAMBETESE
MAIN	CRD140J	KRIS ACHEVARRIA
MAIN	CRD140K	ALI ORDOUBADI
MAIN	CRD140L	KAHLEEM POOLE
MAIN	CRD141A	WRITTEN BY DAN HOUSER, MARC FERNANDEZ, GILLIAN TELLING AND NAVID KHONSARI
MAIN	CRD141B	WITH HELP FROM JEREMY POPE, LANCE WILLIAMS, AND JENNY JEMISON
MAIN	CRD142A	DAN HOUSER AND JAMES WORRALL
MAIN	CRD218A	HEINZ HENN
MAIN	CRD218B	YANCHO
MAIN	CRD229A	TONI-MARIA CHAMBERS
MAIN	CRD229B	IMAGING VOICE AND PRODUCTION-JEFF BERLIN
MAIN	CRD251A	THE POND
MAIN	CRD252A	PIVO
MAIN	CRD344A	AUDIO RECORDED AT DIGITAL ARTS STUDIOS,
MAIN	CRD345A	SYNC SOUND, NYC AND RADIO LAZLOW, LONG ISLAND.
MAIN	CREAM	Distribution
MAIN	CRED001	NOCTURNE TEAM
MAIN	CRED002	WRITTEN BY
MAIN	CRED003	CRAFYDMC
MAIN	CRED004	DESIGN
MAIN	CRED005	YANCHO
MAIN	CRED006	MISSION DESIGN
MAIN	CRED007	CRAFYDMC
MAIN	CRED008	YANCHO
MAIN	CRED009	MISSION DESIGN
MAIN	CRED010	ANDREW DUTHIE
MAIN	CRED011	CRAIG FILSHIE
MAIN	CRED012	WILLIAM MILLS
MAIN	CRED013	CHRIS ROTHWELL
MAIN	CRED014	WRITTEN BY
MAIN	CRED015	JAMES WORRALL
MAIN	CRED016	PAUL KUROWSKI
MAIN	CRED017	DAN HOUSER
MAIN	CRED018	RUSSIAN TRANSLATOR
MAIN	CRED019	YANCHO
MAIN	CRED020	TECHNICAL DIRECTOR
MAIN	CRED021	CRAFYDMC
MAIN	CRED022	PHPMAYAN
MAIN	CRED023	VEHICLE DESIGNERS
MAIN	CRED024	OFFEAREAST550
MAIN	CRED025	AUDIO DESIGNERS
MAIN	CRED026	YANCHO
MAIN	CRED027	CRAFYDMC
MAIN	CRED028	@
MAIN	CRED029	@
MAIN	CRED030	@
MAIN	CRED031	@
MAIN	CRED032	VIDEOS
MAIN	CRED033	YANCHO
MAIN	CRED034	1826
MAIN	CRED035	YANCHO
MAIN	CRED036	DEREK PAYNE
MAIN	CRED037	GORDON YEOMAN
MAIN	CRED038	LEAD MUSIC PRODUCER
MAIN	CRED039	CRAIG CONNER
MAIN	CRED040	STUART ROSS
MAIN	CRED041	LEAD AUDIO ENGINEER
MAIN	CRED042	ALLAN WALKER
MAIN	CRED043	AUDIO PROGRAMMER
MAIN	CRED044	CRAFYDMC
MAIN	CRED045	TEST MANAGER
MAIN	CRED046	CRAIG ARBUTHNOTT
MAIN	CRED047	LEAD QA
MAIN	CRED048	NEIL CORBETT
MAIN	CRED049	KEVIN WONG
MAIN	CRED050	QA
MAIN	CRED051	DAVID BEDDOES
MAIN	CRED052	DAVID WATSON
MAIN	CRED053	BARRY CLARK
MAIN	CRED054	ROSS SPARROW
MAIN	CRED055	JAMES ALLAN
MAIN	CRED056	NEIL MEIKLE
MAIN	CRED057	LEAD TECHNICAL SUPPORT
MAIN	CRED058	LORRAINE ROY
MAIN	CRED059	CHRISTINE CHALMERS
MAIN	CRED060	ROCKSTAR NEW YORK
MAIN	CRED061	EXECUTIVE PRODUCER
MAIN	CRED062	SAM HOUSER
MAIN	CRED063	PRODUCER
MAIN	CRED064	DAN HOUSER
MAIN	CRED065	VP OF DEVELOPMENT
MAIN	CRED066	JAMIE KING
MAIN	CRED067	CHIEF TECHNOLOGY OFFICER
MAIN	CRED068	GARY J. FOREMAN
MAIN	CRED069	ASSOCIATE PRODUCER
MAIN	CRED070	JEREMY POPE
MAIN	CRED071	MUSIC SUPERVISOR
MAIN	CRED072	TERRY DONOVAN
MAIN	CRED073	PRODUCTION TEAM
MAIN	CRED074	TERRY DONOVAN
MAIN	CRED075	JENNIFER KOLBE
MAIN	CRED076	JENEFER GROSS
MAIN	CRED077	LAURA PATERSON
MAIN	CRED078	JEFF CASTANEDA
MAIN	CRED079	JERONIMO BARRERA
MAIN	CRED080	CARLY SLATER
MAIN	CRED081	JUNG KWAK
MAIN	CRED082	BRIAN WOOD
MAIN	CRED083	RENAUD SEBANNE
MAIN	CRED084	RICHARD KRUGER
MAIN	CRED085	KENT PAUL'S 80 NOSTALGIA ZONE
MAIN	CRED086	WRITTEN BY DAN HOUSER
MAIN	CRED087	WWW.KENTPAUL.COM AND WWW.VICECITY.COM
MAIN	CRED088	CREATED BY
MAIN	CRED089	QA MANAGER
MAIN	CRED090	CRAIG ARBUTHNOTT
MAIN	CRED091	LEAD ANALYST
MAIN	CRED092	ADAM DAVIDSON
MAIN	CRED093	GAME ANALYST
MAIN	CRED094	RICHARD HUIE
MAIN	CRED095	ROCKSTAR TEST TEAM
MAIN	CRED096	LANCE WILLIAMS
MAIN	CRED097	JOE GREENE
MAIN	CRED098	BRIAN PLANER
MAIN	CRED099	LEE CUMMINGS
MAIN	CRED100	STORY
MAIN	CRED101	JAMES WORRALL
MAIN	CRED102	DAN HOUSER
MAIN	CRED103	ADAM TEDMAN
MAIN	CRED104	PAUL YEATES
MAIN	CRED105	JENEFER GROSS
MAIN	CRED106	LAURA PATERSON
MAIN	CRED107	CUT SCENES
MAIN	CRED108	WRITTEN BY DAN HOUSER AND JAMES WORRALL
MAIN	CRED109	AUDIO DIRECTED BY DAN HOUSER AND NAVID KHONSARI
MAIN	CRED110	PRODUCED BY JAMIE KING
MAIN	CRED111	CAST
MAIN	CRED112	TOMMY VERCETTI - RAY LIOTTA
MAIN	CRED113	KEN ROSENBERG - WILLIAN FICHTNER
MAIN	CRED114	SONNY FORELLI - TOM SIZEMORE
MAIN	CRED115	STEVE SCOTT - DENNIS HOPPER
MAIN	CRED116	AVERY CARRINGTON - BURT REYNOLDS
MAIN	CRED117	RICARDO DIAZ - LUIS GUZMAN
MAIN	CRED118	LANCE VANCE - PHILIP MICHAEL THOMAS
